,panelist_id,home_state,home_state_county,city_name,postal_code,dfrw_cap_mean,gender,age,edu_level,ethnicity,is_hispanic,occupational_status,hh_income,hh_income_mid,hh_size
545,EMBUSA-2313364,CA,"('CA', 'Solano')",Vacaville,95687,3863.3096291572583,FEMALE,28.0,High School,White,"No, not of Hispanic origin",Full-time work,"$0 - $14,999 USD",7500,7
546,EMBUSA-2313914,OK,"('OK', 'Cleveland')",Moore,73160,9904.467000000002,FEMALE,37.0,High School,Native American or Alaskan native,"No, not of Hispanic origin",Full-time work,"$0 - $14,999 USD",7500,2
547,EMBUSA-2313935,OH,"('OH', 'Hamilton')",Cincinnati,45215,3905.617146972488,MALE,30.0,University/College,Black or African American,"Yes, of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
548,EMBUSA-2314053,TN,"('TN', 'Shelby')",Mason,38049,54980.29170672098,FEMALE,46.0,University/College,Black or African American,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,4
549,EMBUSA-2314071,CA,"('CA', 'Los Angeles')",,,1857.0256000000006,MALE,51.0,University/College,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
550,EMBUSA-2314256,TX,"('TX', 'Harris')",Houston,77004,6235.825984410666,MALE,29.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
551,EMBUSA-2314353,MN,"('MN', 'Olmsted')",Chicago,60623,7030.2650536363635,FEMALE,27.0,University/College,Black or African American,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,6
552,EMBUSA-2315253,TX,"('TX', 'Williamson')",Taylor,76574,24661.75288114053,MALE,33.0,High School,Other race,"Yes, of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
553,EMBUSA-2315587,IL,"('IL', 'Will')",Bolingbrook,60440,30893.641166089972,MALE,56.0,High School,Asian or Pacific Islander,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,1
554,EMBUSA-2315959,FL,"('FL', 'Hardee')",Wauchula,33873,890.419305175538,FEMALE,47.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,4
555,EMBUSA-2316232,UT,"('UT', 'Weber')",Riverdale,84405,17811.449916589434,FEMALE,25.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
556,EMBUSA-2316581,CO,"('CO', 'Larimer')",Fort Collins,80524,3723.7884033512064,FEMALE,47.0,University/College,Native American or Alaskan native,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
557,EMBUSA-2316753,MD,"('MD', 'Baltimore')",Towson,21204,13365.340858468679,MALE,37.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,1
558,EMBUSA-2317174,AZ,"('AZ', 'Maricopa')",Mesa,85213,14594.816057046977,MALE,62.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
559,EMBUSA-2317338,OK,"('OK', 'Cleveland')",Moore,73160,46279.954983227064,MALE,57.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,3
560,EMBUSA-2317456,SC,"('SC', 'Greenville')",Greer,29651,18474.943448192953,MALE,28.0,University/College,Black or African American,"Yes, of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
561,EMBUSA-2318253,TX,"('TX', 'Travis')",Burleson,76028,36085.54818838367,MALE,58.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,3
562,EMBUSA-2318455,MD,"('MD', 'Anne Arundel')",Laurel,20707,48494.24199999999,MALE,62.0,University/College,Decline to answer,Decline to answer,Full-time work,"$80,000 - $99,999 USD",90000,2
563,EMBUSA-2319380,FL,"('FL', 'Seminole')",Lake Mary,32746,3617.250434520593,MALE,34.0,High School,Black or African American,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,3
564,EMBUSA-2321523,MO,"('MO', 'Randolph')",Saint Charles,63301,47033.90373337323,MALE,33.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,2
565,EMBUSA-2321654,NV,"('NV', 'Carson City')",Carson City,89701,31646.45707773226,FEMALE,42.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,7
566,EMBUSA-2324636,CA,"('CA', 'Los Angeles')",Long Beach,90805,18666.509405982903,MALE,27.0,High School,Mixed racial background,"Yes, of Hispanic origin",Full-time work,"$25,000 - $49,999 USD",37500,3
567,EMBUSA-2324702,CT,"('CT', 'Fairfield')",New Canaan,06840,5928.722,MALE,55.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
568,EMBUSA-2326944,WI,"('WI', 'Outagamie')",Little Chute,54140,6040.9061999999985,FEMALE,41.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$100,000 - $149,999 USD",125000,3
569,EMBUSA-2328203,SC,"('SC', 'Spartanburg')",Landrum,29356,35200.375,MALE,30.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
570,EMBUSA-2329989,RI,"('RI', 'Providence')",North Providence,02904,31133.984091627848,MALE,34.0,High School,White,"No, not of Hispanic origin",Full-time work,"$50,000 - $79,999 USD",65000,2
571,EMBUSA-2331074,OK,"('OK', 'Garfield')",Garden City,67846,37150.01704983333,FEMALE,45.0,High School,White,"No, not of Hispanic origin",Full-time work,"$15,000 - $24,999 USD",20000,4
572,EMBUSA-706528,IA,"('IA', 'Polk')",Des Moines,50313,2244.3419999999996,MALE,55.0,University/College,White,"No, not of Hispanic origin",Full-time work,"$80,000 - $99,999 USD",90000,2
